./dnspython.git/dns/resolver.py,"for proto in _protocols_for_socktype[socktype]:
    tuples.append((socket.AF_INET, socktype, proto, cname, (addr, port)))","(1434, 1436)",1,F2L.1
./dnspython.git/dns/name.py,"for label in self.labels:
    out.append(len(label))
    if canonicalize:
        out += label.lower()
    else:
        out += label","(628, 633)",1,F2L.1
./dnspython.git/dns/name.py,"for label in origin.labels:
    out.append(len(label))
    if canonicalize:
        out += label.lower()
    else:
        out += label","(637, 642)",1,F2L.1
./dnspython.git/dns/zonefile.py,"for key in self.rdatasets:
    if key[0] == name:
        remove.append()","(493, 495)",1,F2L.2
./dnspython.git/dns/rdtypes/util.py,"for k in sorted(by_priority.keys()):
    rdatas = by_priority[k]
    total = sum((rdata._processing_weight() or _no_weight for rdata in rdatas))
    while len(rdatas) > 1:
        r = random.uniform(0, total)
        for (n, rdata) in enumerate(rdatas):
            weight = rdata._processing_weight() or _no_weight
            if weight > r:
                break
            r -= weight
        total -= weight
        ordered.append(rdata)
        del rdatas[n]
    ordered.append(rdatas[0])","(220, 234)",1,F2L.1
./dnspython.git/dns/rdtypes/util.py,"for token in tok.get_remaining():
    rdtype = dns.rdatatype.from_text(token.unescape().value)
    if rdtype == 0:
        raise dns.exception.SyntaxError(f'{cls.type_name} with bit 0')
    rdtypes.append(rdtype)","(149, 153)",1,F2L.1
./dnspython.git/dns/rdtypes/util.py,"for j in range(0, 8):
    if byte & 128 >> j:
        rdtype = window * 256 + i * 8 + j
        bits.append()","(139, 142)",1,F2L.2
./dnspython.git/dns/rdtypes/ANY/HIP.py,"for server in self.servers:
    servers.append(server.choose_relativity(origin, relativize))","(53, 54)",1,F2L.1
./dnspython.git/dns/rdtypes/IN/WKS.py,"for j in range(0, 8):
    if byte & 128 >> j:
        bits.append()","(55, 57)",1,F2L.2
./dnspython.git/dns/rdtypes/IN/WKS.py,"for _ in range(l, i + 1):
    bitmap.append(0)","(86, 87)",1,F2L.1
./dnspython.git/dns/rdtypes/txtbase.py,"for token in tok.get_remaining():
    token = token.unescape_to_bytes()
    if not (token.is_quoted_string() or token.is_identifier()):
        raise dns.exception.SyntaxError('expected a string')
    if len(token.value) > 255:
        raise dns.exception.SyntaxError('string too long')
    strings.append(token.value)","(64, 73)",0,F2L.1
./dnspython.git/dns/ipv6.py,"for _ in range(0, 8 - l + 1):
    canonical.append(b'0000')","(170, 171)",0,F2L.1
./dnspython.git/dns/win32util.py,"for ns in ns_list:
    if ns not in self.info.nameservers:
        self.info.nameservers.append()","(93, 95)",1,F2L.2
./dnspython.git/dns/renderer.py,"for (k, v) in self.compress.items():
    if v >= where:
        keys_to_delete.append()","(107, 109)",1,F2L.2
./dnspython.git/examples/zonediff.py,"for name in zone2:
    n3 = cast(dns.node.Node, zone1.get_node(name))
    if not n3:
        n4 = cast(dns.node.Node, zone2.get_node(name))
        changes.append()","(67, 71)",1,F2L.2
./dnspython.git/tests/test_transaction.py,"for key in self.rdatasets.keys():
    if key[0] == name:
        remove.append()","(53, 55)",1,F2L.2
./dnspython.git/tests/test_dnssec.py,"for (name, key_rrset) in abs_keys.items():
    keys[name] = dns.node.Node()
    keys[name].rdatasets.append(key_rrset.to_rdataset())","(184, 186)",0,F2L.1
./dnspython.git/tests/test_dnssec.py,"for rdata in [example_ds_sha1, example_ds_sha256, example_ds_sha384]:
    (flags, digest) = rdata.to_text().rsplit(' ', 1)
    dns.rdata.from_text(dns.rdataclass.IN, dns.rdatatype.DS, f'{flags} {digest}')
    test_records.append(f'{flags} {digest[:len(digest) // 2]}')
    test_records.append(f'{flags} {digest * 2}')","(284, 288)",1,F2L.1
./dnspython.git/dns/resolver.py,"for qname1 in e_nx.kwargs.get('qnames', []):
    if qname1 not in qnames0:
        qnames0.append()
    if qname1 in responses1:
        responses0[qname1] = responses1[qname1]","(81, 85)",0,F2L.2
./dnspython.git/dns/resolver.py,"for (k, v) in self.data.items():
    if v.expiration <= now:
        keys_to_delete.append()","(290, 292)",1,F2L.2
./dnspython.git/dns/resolver.py,"for socktype in socktypes:
    for proto in _protocols_for_socktype[socktype]:
        tuples.append((socket.AF_INET6, socktype, proto, cname, (addr, port, 0, 0)))","(1146, 1148)",1,F2L.5
./dnspython.git/dns/resolver.py,"for socktype in socktypes:
    for proto in _protocols_for_socktype[socktype]:
        tuples.append((socket.AF_INET, socktype, proto, cname, (addr, port)))","(1151, 1153)",1,F2L.5
./dnspython.git/dns/resolver.py,"for rdata in v6.rrset:
    v6addrs.append(rdata.address)","(1108, 1109)",1,F2L.1
./dnspython.git/dns/resolver.py,"for rdata in v4.rrset:
    v4addrs.append(rdata.address)","(1115, 1116)",1,F2L.1
./dnspython.git/dns/resolver.py,"for proto in _protocols_for_socktype[socktype]:
    tuples.append((socket.AF_INET6, socktype, proto, cname, (addr, port, 0, 0)))","(1147, 1148)",1,F2L.1
./dnspython.git/dns/resolver.py,"for proto in _protocols_for_socktype[socktype]:
    tuples.append((socket.AF_INET, socktype, proto, cname, (addr, port)))","(1152, 1153)",1,F2L.1
./dnspython.git/dns/name.py,"for label in self.labels:
    out.append(len(label))
    if canonicalize:
        out += label.lower()
    else:
        out += label","(554, 559)",1,F2L.1
./dnspython.git/dns/name.py,"for label in origin.labels:
    out.append(len(label))
    if canonicalize:
        out += label.lower()
    else:
        out += label","(563, 568)",1,F2L.1
./dnspython.git/dns/zonefile.py,"for key in self.rdatasets:
    if key[0] == name:
        remove.append()","(365, 367)",1,F2L.2
./dnspython.git/dns/rdtypes/util.py,"for k in sorted(by_priority.keys()):
    rdatas = by_priority[k]
    total = sum((rdata._processing_weight() or _no_weight for rdata in rdatas))
    while len(rdatas) > 1:
        r = random.uniform(0, total)
        for (n, rdata) in enumerate(rdatas):
            weight = rdata._processing_weight() or _no_weight
            if weight > r:
                break
            r -= weight
        total -= weight
        ordered.append(rdata)
        del rdatas[n]
    ordered.append(rdatas[0])","(192, 205)",1,F2L.1
./dnspython.git/dns/rdtypes/util.py,"for token in tok.get_remaining():
    rdtype = dns.rdatatype.from_text(token.unescape().value)
    if rdtype == 0:
        raise dns.exception.SyntaxError(f'{cls.type_name} with bit 0')
    rdtypes.append(rdtype)","(123, 127)",1,F2L.1
./dnspython.git/dns/rdtypes/util.py,"for j in range(0, 8):
    if byte & 128 >> j:
        rdtype = window * 256 + i * 8 + j
        bits.append()","(113, 116)",1,F2L.2
./dnspython.git/dns/rdtypes/IN/WKS.py,"for j in range(0, 8):
    if byte & 128 >> j:
        bits.append()","(31, 33)",1,F2L.2
./dnspython.git/dns/rdtypes/IN/WKS.py,"for _ in range(l, i + 1):
    bitmap.append(0)","(61, 62)",1,F2L.1
./dnspython.git/dns/rdtypes/txtbase.py,"for token in tok.get_remaining():
    token = token.unescape_to_bytes()
    if not (token.is_quoted_string() or token.is_identifier()):
        raise dns.exception.SyntaxError('expected a string')
    if len(token.value) > 255:
        raise dns.exception.SyntaxError('string too long')
    strings.append(token.value)","(40, 46)",0,F2L.1
./dnspython.git/dns/ipv6.py,"for _ in range(0, 8 - l + 1):
    canonical.append(b'0000')","(120, 121)",0,F2L.1
./dnspython.git/dns/rdtypes/util.py,"for k in sorted(by_priority.keys()):
    rdatas = by_priority[k]
    total = sum((rdata._processing_weight() or _no_weight for rdata in rdatas))
    while len(rdatas) > 1:
        r = random.uniform(0, total)
        for (n, rdata) in enumerate(rdatas):
            weight = rdata._processing_weight() or _no_weight
            if weight > r:
                break
            r -= weight
        total -= weight
        ordered.append(rdata)
        del rdatas[n]
    ordered.append(rdatas[0])","(192, 205)",1,F2L.1
./dnspython.git/dns/rdtypes/util.py,"for token in tok.get_remaining():
    rdtype = dns.rdatatype.from_text(token.unescape().value)
    if rdtype == 0:
        raise dns.exception.SyntaxError(f'{cls.type_name} with bit 0')
    rdtypes.append(rdtype)","(123, 127)",1,F2L.1
./dnspython.git/dns/rdtypes/util.py,"for j in range(0, 8):
    if byte & 128 >> j:
        rdtype = window * 256 + i * 8 + j
        bits.append()","(113, 116)",1,F2L.2
./dnspython.git/dns/rdtypes/IN/WKS.py,"for j in range(0, 8):
    if byte & 128 >> j:
        bits.append()","(31, 33)",1,F2L.2
./dnspython.git/dns/rdtypes/IN/WKS.py,"for _ in range(l, i + 1):
    bitmap.append(0)","(61, 62)",1,F2L.1
./dnspython.git/dns/rdtypes/txtbase.py,"for token in tok.get_remaining():
    token = token.unescape_to_bytes()
    if not (token.is_quoted_string() or token.is_identifier()):
        raise dns.exception.SyntaxError('expected a string')
    if len(token.value) > 255:
        raise dns.exception.SyntaxError('string too long')
    strings.append(token.value)","(40, 46)",0,F2L.1
./dnspython.git/dns/rdtypes/IN/WKS.py,"for j in range(0, 8):
    if byte & 128 >> j:
        bits.append()","(31, 33)",1,F2L.2
./dnspython.git/dns/rdtypes/IN/WKS.py,"for _ in range(l, i + 1):
    bitmap.append(0)","(61, 62)",1,F2L.1
./mesa.git/tests/test_grid.py,"for x in range(width):
    for y in range(height):
        if TEST_GRID[x][y] == 0:
            continue
        counter += 1
        a = MockAgent(counter, None)
        self.agents.append(a)
        self.grid.place_agent(a, (x, y))","(51, 59)",0,F2L.5
./mesa.git/tests/test_grid.py,"for x in range(width):
    for y in range(height):
        if TEST_GRID[x][y] == 0:
            continue
        counter += 1
        a = MockAgent(counter, None)
        self.agents.append(a)
        self.grid.place_agent(a, (x, y))","(227, 235)",1,F2L.5
./mesa.git/tests/test_grid.py,"for x in range(width):
    for y in range(height):
        if TEST_GRID[x][y] == 0:
            continue
        counter += 1
        a = MockAgent(counter, None)
        self.agents.append(a)
        self.grid.place_agent(a, (x, y))","(357, 365)",1,F2L.5
./mesa.git/tests/test_grid.py,"for x in range(width):
    for y in range(height):
        if TEST_GRID[x][y] == 0:
            continue
        counter += 1
        a = MockAgent(counter, None)
        self.agents.append(a)
        self.grid.place_agent(a, (x, y))","(410, 418)",1,F2L.5
./mesa.git/tests/test_grid.py,"for y in range(height):
    for i in range(TEST_MULTIGRID[x][y]):
        counter += 1
        a = MockAgent(counter, None)
        self.agents.append(a)
        self.grid.place_agent(a, (x, y))","(300, 306)",1,F2L.5
./mesa.git/mesa/batchrunner.py,"for params in self.parameters_list:
    kwargs = params.copy()
    kwargs.update(self.fixed_parameters)
    all_kwargs.append(kwargs)
    all_param_values.append(list(params.values()))","(332, 336)",1,F2L.1
./mesa.git/mesa/batchrunner.py,"for params in self.parameters_list:
    kwargs = params.copy()
    kwargs.update(self.fixed_parameters)
    for iter in range(self.iterations):
        kwargs_repeated = kwargs.copy()
        all_kwargs.append([self.model_cls, kwargs_repeated, self.max_steps, iter])","(646, 654)",1,F2L.5
./mesa.git/mesa/batchrunner.py,"for kwargs in kwargs_list:
    (_, rawdata) = process_func(kwargs)
    run_id = next(run_counter)
    data = []
    for run_data in rawdata:
        out = {'RunId': run_id, 'iteration': iteration - 1}
        out.update(run_data)
        data.append(out)
    results.extend(data)
    pbar.update()","(88, 97)",1,F2L.5
./mesa.git/mesa/batchrunner.py,"for iter in range(self.iterations):
    kwargs_repeated = kwargs.copy()
    all_kwargs.append([self.model_cls, kwargs_repeated, self.max_steps, iter])","(650, 654)",1,F2L.1
./mesa.git/mesa/space.py,"for rows in self.grid[x]:
    for cell in rows[y]:
        cells.append(cell)","(162, 164)",1,F2L.5
./mesa.git/mesa/space.py,"for y in range(self.height):
    col.append(self.default_val())","(88, 89)",1,F2L.1
./mesa.git/mesa/space.py,"for pos in index:
    (x1, y1) = self.torus_adj(pos)
    cells.append(self.grid[x1][y1])","(136, 138)",1,F2L.1
./mesa.git/mesa/space.py,"for cell in rows[y]:
    cells.append(cell)","(163, 164)",1,F2L.1
./mesa.git/examples/color_patches/color_patches/model.py,"for neighbor in polled_opinions:
    if neighbor[1] == polled_opinions[0][1]:
        tied_opinions.append()","(57, 59)",1,F2L.2
./mesa.git/examples/epstein_civil_violence/epstein_civil_violence/agent.py,"for agent in self.neighbors:
    if agent.breed == 'citizen' and agent.condition == 'Active' and (agent.jail_sentence == 0):
        active_neighbors.append()","(165, 171)",1,F2L.2
./mesa.git/tests/test_grid.py,"for x in range(width):
    for y in range(height):
        if TEST_GRID[x][y] == 0:
            continue
        counter += 1
        a = MockAgent(counter, None)
        self.agents.append(a)
        self.grid.place_agent(a, (x, y))","(36, 43)",0,F2L.5
./mesa.git/tests/test_grid.py,"for x in range(width):
    for y in range(height):
        if TEST_GRID[x][y] == 0:
            continue
        counter += 1
        a = MockAgent(counter, None)
        self.agents.append(a)
        self.grid.place_agent(a, (x, y))","(187, 194)",1,F2L.5
./mesa.git/tests/test_grid.py,"for x in range(width):
    for y in range(height):
        if TEST_GRID[x][y] == 0:
            continue
        counter += 1
        a = MockAgent(counter, None)
        self.agents.append(a)
        self.grid.place_agent(a, (x, y))","(286, 293)",1,F2L.5
./mesa.git/tests/test_grid.py,"for x in range(width):
    for y in range(height):
        if TEST_GRID[x][y] == 0:
            continue
        counter += 1
        a = MockAgent(counter, None)
        self.agents.append(a)
        self.grid.place_agent(a, (x, y))","(329, 336)",1,F2L.5
./mesa.git/tests/test_grid.py,"for y in range(height):
    for i in range(TEST_MULTIGRID[x][y]):
        counter += 1
        a = MockAgent(counter, None)
        self.agents.append(a)
        self.grid.place_agent(a, (x, y))","(238, 243)",1,F2L.5
./mesa.git/mesa/batchrunner.py,"for params in self.parameters_list:
    kwargs = params.copy()
    kwargs.update(self.fixed_parameters)
    all_kwargs.append(kwargs)
    all_param_values.append(list(params.values()))","(241, 245)",1,F2L.1
./mesa.git/mesa/batchrunner.py,"for params in self.parameters_list:
    kwargs = params.copy()
    kwargs.update(self.fixed_parameters)
    for iter in range(self.iterations):
        kwargs_repeated = kwargs.copy()
        all_kwargs.append([self.model_cls, kwargs_repeated, self.max_steps, iter])","(486, 491)",1,F2L.5
./mesa.git/mesa/batchrunner.py,"for kwargs in kwargs_list:
    (_, rawdata) = process_func(kwargs)
    run_id = next(run_counter)
    data = []
    for run_data in rawdata:
        out = {'RunId': run_id, 'iteration': iteration - 1}
        out.update(run_data)
        data.append(out)
    results.extend(data)
    pbar.update()","(51, 60)",1,F2L.5
./mesa.git/mesa/batchrunner.py,"for iter in range(self.iterations):
    kwargs_repeated = kwargs.copy()
    all_kwargs.append([self.model_cls, kwargs_repeated, self.max_steps, iter])","(489, 491)",1,F2L.1
./mesa.git/mesa/space.py,"for x in range(self.width):
    col: List[GridContent] = []
    for y in range(self.height):
        col.append(self.default_val())
    self.grid.append(col)","(50, 54)",1,F2L.1
./mesa.git/mesa/space.py,"for rows in self.grid[x]:
    for cell in rows[y]:
        cells.append(cell)","(99, 101)",1,F2L.5
./mesa.git/mesa/space.py,"for y in range(self.height):
    col.append(self.default_val())","(52, 53)",1,F2L.1
./mesa.git/mesa/space.py,"for pos in index:
    (x1, y1) = self.torus_adj(pos)
    cells.append(self.grid[x1][y1])","(82, 84)",1,F2L.1
./mesa.git/mesa/space.py,"for cell in rows[y]:
    cells.append(cell)","(100, 101)",1,F2L.1
./spotipy.git/examples/title_chain.py,"for item in results['tracks']['items']:
    name = item['name'].lower()
    if name in seen:
        continue
    seen.add(name)
    if '(' in name:
        continue
    if '-' in name:
        continue
    if '/' in name:
        continue
    words = name.split()
    if len(words) > 1 and words[0] == word and (words[-1] not in skiplist):
        out.append()","(36, 51)",1,F2L.2
./spotipy.git/examples/audio_features.py,"for (i, t) in enumerate(results['tracks']['items']):
    print(' ', i, t['name'])
    tids.append(t['uri'])","(27, 29)",1,F2L.1
./spotipy.git/examples/remove_specific_tracks_from_playlist.py,"for t_pos in sys.argv[2:]:
    (tid, pos) = t_pos.split(',')
    track_ids.append({'uri': tid, 'positions': [int(pos)]})","(17, 19)",1,F2L.1
./spotipy.git/spotipy/client.py,"for tr in tracks:
    ftracks.append({'uri': self._get_uri('track', tr['uri']), 'positions': tr['positions']})","(933, 939)",1,F2L.1
./spotipy.git/spotipy/client.py,"for tr in items:
    ftracks.append({'uri': self._get_uri('track', tr['uri']), 'positions': tr['positions']})","(1124, 1130)",1,F2L.1
./jasmin.git/jasmin/managers/clients.py,"for c in self.connectors:
    connectors.append({'id': c['id'], 'config': c['config'], 'service_status': c['service'].running})","(147, 151)",1,F2L.1
./jasmin.git/jasmin/managers/clients.py,"for c in self.connectors:
    CIDs.append(c['id'])","(186, 187)",1,F2L.1
./jasmin.git/jasmin/tools/migrations/migration.py,"for old_user in data:
    user = User(uid=old_user.uid, group=Group(old_user.group.gid), username=old_user.username, password=old_user.password, password_crypted=True, mt_credential=old_user.mt_credential, smpps_credential=old_user.smpps_credential)
    new_data.append(user)","(17, 26)",1,F2L.1
./jasmin.git/jasmin/tools/migrations/migration.py,"for old_user in data:
    user = User(uid=old_user.uid, group=Group(old_user.group.gid), username=old_user.username, password=old_user.password, password_crypted=True, mt_credential=old_user.mt_credential, smpps_credential=old_user.smpps_credential)
    user.mt_credential.authorizations['set_hex_content'] = True
    user.mt_credential.authorizations['set_schedule_delivery_time'] = True
    new_data.append(user)","(72, 84)",1,F2L.1
./jasmin.git/jasmin/tools/migrations/migration.py,"for old_user in data:
    user = User(uid=old_user.uid, group=Group(old_user.group.gid), username=old_user.username, password=old_user.password, password_crypted=True, mt_credential=old_user.mt_credential, smpps_credential=old_user.smpps_credential)
    user.mt_credential.authorizations['set_schedule_delivery_time'] = True
    new_data.append(user)","(102, 113)",1,F2L.1
./jasmin.git/jasmin/protocols/smpp/pb.py,"for bound_connection in self.smpps.bound_connections:
    systemdids.append(bound_connection)","(59, 60)",1,F2L.1
./jasmin.git/jasmin/protocols/cli/protocol.py,"for availableCmd in completetions:
    if availableCmd.find(prefix) == 0:
        foundCommands.append()","(182, 185)",1,F2L.2
./jasmin.git/jasmin/protocols/cli/statsm.py,"for user in users:
    row = []
    row.append('#%s' % user.uid)
    row.append(user.getCnxStatus().smpps['bound_connections_count']['bind_receiver'] + user.getCnxStatus().smpps['bound_connections_count']['bind_transmitter'] + user.getCnxStatus().smpps['bound_connections_count']['bind_transceiver'])
    row.append(formatDateTime(user.getCnxStatus().smpps['last_activity_at']))
    row.append(user.getCnxStatus().httpapi['connects_count'])
    row.append(formatDateTime(user.getCnxStatus().httpapi['last_activity_at']))
    table.append(row)","(71, 81)",1,F2L.1
./jasmin.git/jasmin/protocols/cli/statsm.py,"for connector in connectors:
    row = []
    row.append('#%s' % connector['id'])
    row.append(formatDateTime(sc.get(connector['id']).get('connected_at')))
    row.append(formatDateTime(sc.get(connector['id']).get('bound_at')))
    row.append(formatDateTime(sc.get(connector['id']).get('disconnected_at')))
    row.append('%s/%s' % (sc.get(connector['id']).get('submit_sm_request_count'), sc.get(connector['id']).get('submit_sm_count')))
    row.append('%s/%s' % (sc.get(connector['id']).get('deliver_sm_count'), sc.get(connector['id']).get('data_sm_count')))
    row.append(sc.get(connector['id']).get('throttling_error_count'))
    row.append(sc.get(connector['id']).get('other_submit_error_count'))
    table.append(row)","(116, 131)",1,F2L.1
./jasmin.git/jasmin/protocols/cli/options.py,"for opt in option_list:
    options_defined.append(pyparsing.Literal(opt.get_opt_string()))","(74, 75)",1,F2L.1
./jasmin.git/tests/protocols/cli/test_smppccm.py,"for extraCommand in extraCommands:
    commands.append(extraCommand)
    if extraCommand['command'] in ['ok', 'ko']:
        sessionTerminated = True","(28, 32)",1,F2L.1
./jasmin.git/tests/protocols/cli/test_mtinterceptorm.py,"for item in results[:]:
    filters.append('%sInterceptor' % item)","(179, 180)",1,F2L.1
./sqlparse.git/sqlparse/engine/statement_splitter.py,"for (ttype, value) in stream:
    if self.consume_ws and ttype not in EOS_TTYPE:
        yield sql.Statement(self.tokens)
        self._reset()
    self.level += self._change_splitlevel(ttype, value)
    self.tokens.append(sql.Token(ttype, value))
    if self.level <= 0 and ttype is T.Punctuation and (value == ';'):
        self.consume_ws = True","(88, 107)",0,F2L.1
./sqlparse.git/sqlparse/sql.py,"for token in self.tokens:
    if token.match(T.Keyword, 'CASE'):
        continue
    elif skip_ws and token.ttype in T.Whitespace:
        continue
    elif token.match(T.Keyword, 'WHEN'):
        ret.append(([], []))
        mode = CONDITION
    elif token.match(T.Keyword, 'THEN'):
        mode = VALUE
    elif token.match(T.Keyword, 'ELSE'):
        ret.append((None, []))
        mode = VALUE
    elif token.match(T.Keyword, 'END'):
        mode = None
    if mode and (not ret):
        ret.append()
    if mode == CONDITION:
        ret[-1][0].append(token)
    elif mode == VALUE:
        ret[-1][1].append(token)","(582, 613)",0,F2L.2
./jasmin.git/tests/protocols/cli/test_groupm.py,"for extraCommand in extraCommands:
    commands.append(extraCommand)
    if extraCommand['command'] in ['ok', 'ko']:
        sessionTerminated = True","(13, 17)",1,F2L.1
./sqlparse.git/sqlparse/engine/statement_splitter.py,"for (ttype, value) in stream:
    if self.consume_ws and ttype not in EOS_TTYPE:
        yield sql.Statement(self.tokens)
        self._reset()
    self.level += self._change_splitlevel(ttype, value)
    self.tokens.append(sql.Token(ttype, value))
    if self.level <= 0 and ttype is T.Punctuation and (value == ';'):
        self.consume_ws = True","(54, 61)",0,F2L.1
./sqlparse.git/sqlparse/sql.py,"for token in self.tokens:
    if token.match(T.Keyword, 'CASE'):
        continue
    elif skip_ws and token.ttype in T.Whitespace:
        continue
    elif token.match(T.Keyword, 'WHEN'):
        ret.append(([], []))
        mode = CONDITION
    elif token.match(T.Keyword, 'THEN'):
        mode = VALUE
    elif token.match(T.Keyword, 'ELSE'):
        ret.append((None, []))
        mode = VALUE
    elif token.match(T.Keyword, 'END'):
        mode = None
    if mode and (not ret):
        ret.append()
    if mode == CONDITION:
        ret[-1][0].append(token)
    elif mode == VALUE:
        ret[-1][1].append(token)","(492, 512)",0,F2L.2
./sqlparse.git/sqlparse/engine/statement_splitter.py,"for (ttype, value) in stream:
    if self.consume_ws and ttype not in EOS_TTYPE:
        yield sql.Statement(self.tokens)
        self._reset()
    self.level += self._change_splitlevel(ttype, value)
    self.tokens.append(sql.Token(ttype, value))
    if self.level <= 0 and ttype is T.Punctuation and (value == ';'):
        self.consume_ws = True","(54, 61)",0,F2L.1
./jasmin.git/tests/protocols/cli/test_mxrouterm.py,"for extraCommand in extraCommands:
    commands.append(extraCommand)
    if extraCommand['command'] in ['ok', 'ko']:
        sessionTerminated = True","(80, 84)",1,F2L.1
./jasmin.git/tests/protocols/cli/test_userm.py,"for extraCommand in extraCommands:
    commands.append(extraCommand)
    if extraCommand['command'] in ['ok', 'ko']:
        sessionTerminated = True","(28, 32)",1,F2L.1
./jasmin.git/tests/protocols/cli/test_userm.py,"for extraCommand in extraCommands:
    commands.append(extraCommand)
    if extraCommand['command'] in ['ok', 'ko']:
        sessionTerminated = True","(45, 49)",1,F2L.1
./pycoin.git/pycoin/contrib/who_signed.py,"for public_pair in public_pairs:
    if self._generator.verify(public_pair, sig_hash, sig_pair):
        signed_by.append()","(86, 88)",1,F2L.2
./pycoin.git/pycoin/coins/bitcoin/Tx.py,"for i in range(count):
    txs_in.append(class_.TxIn.parse(f))","(82, 83)",1,F2L.1
./jasmin.git/tests/protocols/cli/test_mxinterceptorm.py,"for extraCommand in extraCommands:
    commands.append(extraCommand)
    if extraCommand['command'] in ['ok', 'ko']:
        sessionTerminated = True","(60, 64)",1,F2L.1
./pycoin.git/pycoin/coins/bitcoin/Tx.py,"for i in range(count):
    txs_out.append(class_.TxOut.parse(f))","(86, 87)",1,F2L.1
./pycoin.git/pycoin/coins/bitcoin/Tx.py,"for tx_in in self.txs_in:
    if tx_in.is_coinbase():
        unspents.append()
        continue
    tx = tx_db.get(tx_in.previous_hash)
    if tx and tx.hash() == tx_in.previous_hash:
        unspents.append(tx.txs_out[tx_in.previous_index])
    elif ignore_missing:
        unspents.append(None)
    else:
        raise KeyError(""can't find tx_out for %s:%d"" % (b2h_rev(tx_in.previous_hash), tx_in.previous_index))","(296, 307)",0,F2L.2
./pycoin.git/pycoin/coins/bitcoin/Tx.py,"for tx_in in txs_in:
    stack = []
    count = parse_satoshi_int(f)
    for i in range(count):
        stack.append(parse_satoshi_string(f))
    tx_in.witness = stack","(90, 95)",1,F2L.5
./jasmin.git/tests/protocols/cli/test_mxinterceptorm.py,"for extraCommand in extraCommands:
    commands.append(extraCommand)
    if extraCommand['command'] in ['ok', 'ko']:
        sessionTerminated = True","(77, 81)",1,F2L.1
./pycoin.git/pycoin/coins/bitcoin/Tx.py,"for i in range(count):
    stack.append(parse_satoshi_string(f))","(93, 94)",1,F2L.1
./pycoin.git/pycoin/coins/tx_utils.py,"for payable in payables:
    if len(payable) == 2:
        (address, coin_value) = payable
    else:
        address = payable
        coin_value = 0
    script = network.contract.for_address(address)
    txs_out.append(Tx.TxOut(coin_value, script))","(58, 65)",0,F2L.1
./jasmin.git/tests/protocols/cli/test_mointerceptorm.py,"for item in results[:]:
    filters.append('%sInterceptor' % item)","(181, 182)",1,F2L.1
./pycoin.git/pycoin/services/blockchain_info.py,"for u in r['unspent_outputs']:
    coin_value = u['value']
    script = h2b(u['script'])
    previous_hash = h2b(u['tx_hash'])
    previous_index = u['tx_output_n']
    spendables.append(Tx.Spendable(coin_value, script, previous_hash, previous_index))","(55, 60)",1,F2L.1
